text,sentiment
"The kindness of the employer had set a seal upon the employed, and I read contentment and happiness upon every feature.",calmness
"I was as cool as ice all in a moment; I felt that I had the mastery of the situation, and, making a sweeping gesture with my left hand, I looked over my hearers' heads, and continued:",calmness
"Above that lean figure of death looked out the worn old face, serene and confident.",calmness
"Then, all that met the eye gave evidence of peace, quietude, public order, safety, and seeming prosperity.",calmness
As for me my heart is better as I lead such a quiet life.,calmness
Dilly answered quite frankly and from a serenity born of faith in the path before her and a certainty that no feet need slip.,calmness
"He was undisturbed, from the sleekness of his head down to his immaculate shoes.",calmness
It settled a matter the placid officer was revolving in his mind.,calmness
"Tender, lovely, smiling, her blue-brown eyes soft and lustrous, with a certain wondering serenity in their depths, there was yet something majestic about Katherine Calmady.",calmness
"Her stature was tall, and all her motions breathed; unstudied ease and harmony.",calmness
"She laughed the enigmatic laugh of a woman’s contentment, and Herold was too wise to ask why.",calmness
"The colonel was a fine, mellow-looking old gentleman, with a white head and a red nose, and with that species of placid expression one sees in the people who perform those parts in Vaudeville theatres called _pères nobles_.",calmness
"Has wife and happy family, owns the roof above them and lives contentedly.",calmness
"Marching down the Boulevard St. Michel, his broad shoulders well thrown back, his head erect, chin high in air, his whole person radiating health, power, contentment, and the pride of them: he was a sight worth seeing, spirited, picturesque, prepossessing.",calmness
"At the same moment, the mantle was drawn from the prisoner’s head, revealing the mild and placid features of Calchas, who looked round upon the Council, neither intimidated nor surprised.",calmness
Canon Stensly was as deliberate as a man wholly at his ease.,calmness
"He lived peaceful, happy, prosperous, and beloved, watching without envy the increasing years of his adopted father.",calmness
"said she, addressing herself, with a saintly smile, to the duenna, ""the peace of God be with you!",calmness
I think anything that makes a boy so contented must be good for him.”,calmness
"She was standing in perfect quiet; she was not a nervous woman, and she could remain for several moments without moving.",calmness
There was about the whole place a sombre and yet not displeasing depth of repose.,calmness
"The ostler's good common sense, and his equanimity and good nature, were not to be upset.",calmness
"And all, gigantic clouds, the sea, the far and frail coast, were serene and still.",calmness
"Trecarrel came smiling his sunniest, with his blue eyes full of languor.",calmness
"His teeth were firmly but not rigidly closed; his nerves were as tranquil as a sleeping babe's--not a tremor affected any muscle of his body; his breathing, until suspended in the act of taking aim, was regular and slow.",calmness
"He died at his convent of St. Mary of the Angels (Portiuncula), October 4, 1226, in perfect lucidity of mind, with patience and simple resignation, while giving good counsel to his brethren.",calmness
"She was well, and began her second year of teaching with a serene spirit.",calmness
"The Dutch residents or governors, appear also to be very much at their ease.",calmness
"A majestic peace pervaded the spacious countryside, and the great yellow sun of the tropics lighted it up with splendour.",calmness
"Never did I enjoy such domestic peace, comfort, and joy, during my whole pilgrimage.",calmness
"There was wanting to it neither bitterness nor pain; and her calm countenance indicated, not only the sweetness of her character, but its strength, and a great education of spirit.",calmness
"She is an unaffected, pretty little creature,--a perfect child, with the curliest chestnut hair, deep blue eyes, and the brightest cheeks, lips, and teeth.",calmness
He was perfectly cool and self-collected--dressed as for a gala--white-handed and sweet-scented--a fastidious macaroni--self-consciously _caviarre_ to the general.,calmness
"His features were quiet and composed, and the gathering twilight hid the expression in his eyes.",calmness
"Sound sleep by night; study and ease Together mixed; sweet recreation, And innocence, which most does please, With meditation.",calmness
"Passengers, crew and riverside inhabitants were equally easy-going and contented with life.",calmness
"Decidedly she was out of place here, yet she evinced no embarrassment; she was cool, at ease.",calmness
"At this season of the year the water is clear and placid, and mingles itself in its mighty recipient without disturbance.",calmness
"For nature wisely stints our appetite, And craves no more than undisturbed delight; Which minds, unmixed with cares and fears, obtain; A soul serene, a body void of pain.",calmness
"Instead of the excitement there was a pleasant quietness and sense of security, no matter what might be going to happen.",calmness
"His manner was so easy, giving the impression of freedom from sordid cares.",calmness
"we will kick them from here to Berlin.” His bearing and manner were superb; the serene tranquillity of the child, the candid conviction of the innocent who knows nothing and fears nothing.",calmness
"Fate has led me through a joyful and serene life, and not a day has passed, at the close of which I could not retire to rest with a thankful heart.",calmness
"Her brown eyes, which had been beautiful in youth, had kept their expression of self-satisfaction wholly undisturbed.",calmness
"He was of somewhat more than middle height, of regular features, dark colour, of ample chest, serene and agreeable aspect.",calmness
"He is at peace now; it is we who are to be pitied.""",calmness
"I tell you, Alfred Stevens, I loathe you with the loathing one feels for a reptile, whose cunning is as detestable as his sting is deadly.",disgust
"I think his people are all stuck-up, horrid old things anyway and I just hate it, hate it, _hate it here_.",disgust
"It shows an ill feeling, it shows a hatred in this man's heart.",disgust
"It’s”—and she gave a faint shudder—“the stupidity I loathe, and being stared at by old fat men.",disgust
But there is nothing more hateful to me than his unknightly sloth!,disgust
There is something inexpressibly disgusting in the sight of a slave woman in the field.,disgust
"There was something bestial, something savage, something repulsive about the man’s whole personality.",disgust
I hated an old woman like a sour apple when I was her age.”,disgust
"The contrast of their ethereal loveliness and their gross habits is revolting--Psyche and putrid filth, an inconceivably horrible combination.",disgust
"His fetid breath, foul with the smell of tobacco and beer, and the odour of the stale tobacco smoke that exuded from his clothes filled her with loathing.",disgust
"The felon's eye turns upon the beautiful sorceress with loathing and abhorrence: an asp, a toad, is not more hateful!",disgust
That's a thing which is very repulsive to the like of us in this country.,disgust
Her free young body and soul revolted with nausea at the thought.,disgust
"I tell you, Midgetina, I hate you: I can't endure the sight or sound or creep or thought of you any longer.",disgust
"I am disgusted, sir—disgusted at the miserable lies you have the impudence to throw at me.",disgust
There was something blatant and repulsive about that first burst of sound.,disgust
Its strong odour was disagreeable: its bloodied mouth and breast disgusted her.,disgust
How sad to think her duties tie her down to a servitude so distasteful and repulsive!”,disgust
The smell of the cooking was like some loathsome poison in my nostrils.,disgust
"I almost hated her at that moment, she was making me feel so much--A foolish arrogance rose in me--",disgust
"At the house door he drew back once more; for he felt a shiver of repugnance at entering this hateful house, of whose happiness he was the destroyer.",disgust
As for you--a poor girl--countenancing such low and ruinous views--Is it strange I am disgusted with you?,disgust
"The sight of it, of her, began to excite in him a quick loathing.",disgust
And the other man sitting there as if he were drunk was very repugnant to him.,disgust
"The little dandy, tightly buttoned up in his grey coat, marching at the head of his men, seemed to me absolutely repugnant.",disgust
"I hate them all--all three of them--as badly as I do _him!_""",disgust
"It gave him the same sense of repugnance and refrigescence as the cold, damp steps.",disgust
"I hated you from the first moment I saw you; I shall hate you to my death.""",disgust
"Methinks such Usage shou’d make him odious to you,---even I shou’d scorn so spiritless a Wretch.",disgust
"I hate you and despise you, and you shall not torture me!'",disgust
A more hideous and more repulsive sight than my companion's face I never wish to look upon.,disgust
"I hate you, I loathe you, and I’ll prove it to you to-night!”",disgust
"It's the way that he's done the business--the mean, blackguardly way he's done the business, that shames and angers me.",disgust
"This being, as it seemed to me, was the Second Death, and my knees trembled with horror and a sort of loathing.",disgust
"The place is otherwise distasteful to me, with the creeping curs and the floggers of the same.",disgust
A shudder of the repulsion from men crept over the younger lady.,disgust
"Oh, how I loathe his visage now!” exclaimed Titania, shrinking back in disgust.",disgust
I hate ’em!” And I turned to Mary Elizabeth with new eyes.,disgust
This brutal insolence was revolting to the pride and patrician blood of the duchess.,disgust
The General (rising abruptly to his feet and repulsing her) I should detest you!,disgust
Bad as he was himself the presence of this man filled him with loathing.,disgust
"For myself I hate her and the men and women with whom she fills the place.""",disgust
Freckles do not disgust me so very much as they do him.,disgust
"how vile and mean earth appears to me when I meditate upon and look up to heaven.'""",disgust
Cagliostro recoiled in abhorrence before a spectacle at once so austere and lascivious.,disgust
"A bad world, he sneers, full of deceit and nastiness--it is his own foul breath that he smells; only a thoroughly corrupt heart could suggest such vile thoughts.",disgust
They should not take him—a wave of sick repulsion at that thought shook him.,disgust
This repellent coldness bordered on rudeness and he had no mind to submit to it for long.,disgust
The sight of the naked steel deeply disgusted him; he uttered a long sentence.,disgust
"I just hate her, and I hate that horrid best hat of hers with the feather in it.""",disgust
"You are alone in the world, a cold, cruel, pitiless man, despised and distrusted.”",disgust
She gave a great shudder as at the remembrance of something loathly.,disgust
"I am sick of re-writing that thing, sick of every creature in it.""",disgust
"It makes me shudder to think—it makes me literally sick to see—how many thousands of my sisters, and your sisters, in your beautiful city are ministers of vice.",disgust
If there's a thing on earth I hate it's a dishevelled crying woman.,disgust
"You are an odious man, for Cobham thinks his cause the worse that you are in it.",disgust
"Gotzkowsky repulsed him with scorn, and indignant anger flashed from his countenance.",disgust
"I feel a great repugnance to be seen in company with these men, as you may imagine, from wearing a mask on coming here.",disgust
"I don't believe in Ossian, and his raving stuff always sickens me.”",disgust
"He shrank, he sickened, for to be cruel was hateful to him, a violation of his nature.",disgust
"I hate the Vurna as much as you do, for what they've done to Earth, and--""",disgust
"The American papers over here are _accablants_, and the vulgarity and repulsiveness of the Tribune, whenever I see it, strikes me so violently that I feel tempted to stop my letter.",disgust
"I _hate_ that Presence, and _I hate you_ when you talk like that!""",disgust
"I hated him from the beginning, feeling that he was a rogue.",disgust
Adultery roused in him a feeling of repulsion which was a combination of his vulgar brutality and high morality.,disgust
"Such scenes I hope never to witness again; they are absolutely sickening, and cause us to look upon our species with abhorrence and loathing.",disgust
"To your work there at once, you abomination in the sight of all that's holy!",disgust
"Nay, to me it is excessively repulsive; and I would much rather find myself in some far-off village, in some green lane, or on the heath, where such are holding their summer camp-meeting.",disgust
"I cast a look of hatred after the weak, silly man as he disappeared between the trees.",disgust
"It is a horrible place, and you shudder as you look at it.",disgust
She despised me: and I hated her with a passion I cannot describe.,disgust
If I even try to think of you in that I get sick.”,disgust
"He hates you, my poor bairn, for your poor dead mother’s sake!",disgust
"This unsightly grim unchaste and human one with a lean abdomen, will I devour up, along with this brother of thine.",disgust
Slavery is to me truly detestable; the more I saw of it the less I liked it.,disgust
The atmosphere of the place was inexpressibly distasteful to her and the old man's manner was sneaking and suspicious.,disgust
Every thing in this world seems exceeding vile and little to me: I appear so to myself.,disgust
"And now it was even more detestable to my ears, recalling as it did too vividly the cruel events of the preceding evening.",disgust
"I must say, I can't help feeling a sort of contempt for her sister.""",disgust
"His very form, and his very face, made me at once envy and detest him.",disgust
with special loathing as a perjured traitor as well as a party to a murder.,disgust
"It was all so repugnant to her, barely twelve years old at marriage.",disgust
"They are so gloomy, and the stuffed, unnatural creatures in glass cases are to me positively revolting.",disgust
A sickening horror of this hideous side of life filled him with strange protest.,disgust
"And, farther, besides all this, it is like hell in the very substance of it, for it is a stinking loathsome thing, and so is hell.""",disgust
I stopped looking at it with a feeling of loathing and horror.,disgust
"He was aware that the whole thing, the very air he breathed, was repulsive and mean.",disgust
The man was so contemptible; so unutterably low and vile and cowardly.,disgust
She's a lady by instinct; that odious ostentation and snobbish toadying must disgust her.,disgust
"It made him sick to look at them, and he went upstairs.",disgust
"For the Tories this tap represented all that was most loathsome, most repulsive, most Whiggish.",disgust
And for such I have as great an abhorrance as any man.,disgust
"The thought turned him sick with loathing, for he believed in his heart that it was true.",disgust
"I own I was highly disgusted, and never wish for an acquaintance with any ladies of this cast.",disgust
"He crawled away as soon as he saw her, for he hated her.",disgust
"The natural disgust and horror which your conduct in this respect excites, compels me to throw a veil over the frightful and appalling particulars of that hideous scene.",disgust
Every drop of my blood revolted against the smart of this humiliation.,disgust
"Sedgett turned his dull brown eyes on him, the thick and hateful flush of evil blood informing them with detestable malignity.",disgust
"The filth, ignorance, and apparent degradation of these villagers were revolting in the extreme.",disgust
"Mary stepped closer, and the deep tones of the stranger's voice filled her with a thrill of loathing.",disgust
And I was so sick at heart--on yet another wren's behalf--that I could hardly repress a shudder.,disgust
"From the depths of the heart abhorring the odious, execrable man, whilst our fancy hovers, fascinated, about the marvellous creation!",disgust
The bare idea of that old game of prowling sex fills me with ennui and disgust.,disgust
Say that you and your like are reviled by all honest men.,disgust
"You hate me--I return you hate for hate, loaded with the recollections of years of scorn and defiance.",disgust
"O sir, the loathsomeness of them offends me more than the stripes I have received, which are mighty ones and millions.",disgust
"If there’s one thing in this world I cannot endure, it’s just a young man like yon!”",disgust
"Fain to England would I go, View’d I not with such displeasure Englishmen and coals--their smell Makes me sick beyond all measure.",disgust
"But, hateful as that tyrant old, The mocking witness of his crime, In thee shall loathing eyes behold The Nero of our time!",disgust
"Her contempt of this foolish, faded creature recoiled upon herself, until she could bear to sit still no longer.",disgust
"With silent contempt, sir; with silent contempt, and that is something we will not stand.""",disgust
"It's mean, that's what it is,"" cried Tozer, with fine scorn; ""it's like a parcel of old women, if the ladies won't mind me saying so.",disgust
It makes me sick to see him swellin' around with that girl wife of his.,disgust
"The sentence was so cruel and revolting that it filled me with horror, and I implored that the wretch be shot.",disgust
"Even in Gömüshtepe these cruel scenes were loathsome to me: judge, then, how my feelings must have revolted when I learnt to regard the last-named place as the extreme of humanity and civilisation!",disgust
"I call it mean and contemptible in the extreme,"" concluded the young clerk in a fine burst of indignation.",disgust
That fat fellow with the carroty beard--I can't stand him--in the stomach.',disgust
"She shuddered, and involuntarily drew a little farther away from the dying man.",disgust
"THERE is something repellent to me, even at this distance of time, in looking back at the dreary days, of seclusion which followed each other monotonously in my Highland home.",disgust
"I was just beyond the effective range of his beam, but it was truly aimed: I felt the horrible nauseous impact of it, a shuddering, indescribable sickening of all my being.",disgust
Maple Grove has given me a thorough disgust to people of that sort; for there is a family in that neighbourhood who are such an annoyance to my brother and sister from the airs they give themselves!,disgust
"A momentary contempt and almost hatred for them seized Pandolfini, though he was an Anglomane.",disgust
The mere idea of such a marriage was now intensely repugnant to her.,disgust
"She had a sickening sensation, and the odour of his cigarette in the cab became unbearable.",disgust
He felt a loathing for them such as Circe must have felt for her swine.,disgust
I have a distinct recollection that your spelling of English is revolting--positively revolting.,disgust
"I would get rid of such a country altogether: it makes me shiver to think of it, even in this warm room.",disgust
"Every one present shuddered to behold its expression--it was that of fierce, inextinguishable hatred.",disgust
It would utterly disgust me to find him really going with any of those dirty women.,disgust
She is an infamous creature--a wicked woman who ought to burn in hell!,disgust
"I shall hate and despise you, as I thought I could hate and despise no man, if you swear falsely against him.'",disgust
There's not a more detestable scoundrel among all the Chinese in America.,disgust
Susan fled at the sight of her--she hated the very name this old woman bore.,disgust
"That great, bloated face, blazing now with joy and the effect of strong drink, was revolting to me.",disgust
"Hatred, the implacable hatred of a coward, flashed from his eyes as he did so.",disgust
"My soul turns sick at these things, my boy, and they even have an effect upon a beholder's stomach.",disgust
"My disgust, as I squatted beneath the walls of this detestable building, making a lunch off hard-boiled eggs, and revolving burglarious schemes of entry, all of which came to naught, may easily be imagined.",disgust
"Stas,"" said she, ""how all that is not only dishonorable, but disgusting!""",disgust
"She looked at the weapon and at him, and the very thought of it made her sick.",disgust
"Thou spirit of fierce hate and parting breath, Thou banisher of joy!",disgust
"Otto saw it, and the girl was doubly revolting and frightful in his eyes.",disgust
"And that horrible monstrosity is the cause of all--that loathsome, misshapen, hideous abortion has banned and cursed my whole life!",disgust
I should see a bright rim round hatred of her!--the rock you describe.,disgust
"I must say the knight, by his portrait, is a most repulsive and unchivalrous brute, more fit for the Chamber of Horrors than the Hall of Kings.",disgust
"Such ribaldry was distasteful to the King, and for the moment he frowned upon it.",disgust
It was repugnant to him to bring his wife face to face with a lie.,disgust
"I despise my people too; even more, because they began this war.",disgust
"New York, reflected Tom, with something like a shudder, must be a terribly wicked place!",disgust
Gurnard I disliked platonically; perhaps because his face was a little enigmatic--a little repulsive.,disgust
"I was so irate at his audacity, so disgusted that presently I felt that I could not bear the sight of him any longer.",disgust
"I don't care for these people, and in fine I rather hate it.",disgust
"They should be ugly, cross old maids, odious creatures, in fact I know mine was.""",disgust
"No, no, you mustn't defend War again; it is an abominable thing!'",disgust
"Will doesn't care a scrap about society, and I hate it, hate it, hate it!""",disgust
"No, sir, I am sorry to say I cannot approve of you as eugenic!",disgust
"That you loathed me, it was just; Weak of soul and left of lust Vulgar, low, and soiled....",disgust
"Thus became I so despised and odious unto the lawyers, Lords and ladies, gentlemen, merchants, knaves, and thieves; that I walked as dangerously as DANIEL amongst the lions.",disgust
"I recognize you men by that, one must hate you all, and I do so, too.""",disgust
"he must hate and detest the name of Englishman: pelted, insulted, persecuted, plundered...'",disgust
"A shudder crept over Bothwell on hearing that ghastly laugh, and he said—",disgust
"The idiot, to be led away by that sickly, washed-out creature--the Honourable Delia Dymcox,"" she continued, with an intensity of scorn in her tones.",disgust
It revolted him to see his fellow human beings treated as badly as beasts.,disgust
"Paris is hateful to me now, and I have no reason for ever wanting to come back.""",disgust
"I hated everything that he did--his rolling walk down the Court, his red colour, his football .",disgust
"She shrank away, shuddering with involuntary disgust as he pressed his wet lips and filthy moustache upon her mouth.",disgust
"It was so brutal that I was disgusted and could watch no more.""",disgust
"He was a terrible brute, a big grizzly bear, ugly to repulsiveness.",disgust
"But to steal away, and live henceforth in hiding, like a woman dishonoured even in her own eyes—from that she shrank with repugnance.",disgust
My blood boils at the thought of the damnable treatment and the officer's perfidy.,disgust
"He looked at the little creature, and an ungovernable hatred overcame him.",disgust
"But now, as M. de Mauves came toward him he felt abhorrence well up.",disgust
This sort of scene is very distasteful to me; to figure in a lover's quarrel hardly suits me.,disgust
But she shrank almost with loathing from contact with her wretched companion.,disgust
That woman’s presence at our gates was a perpetual horror to me.,disgust
Anything gross and unwieldy and fat and slothful is repugnant to him.,disgust
She flung aside from him with an indescribable gesture of passionate repulsion.,disgust
"This dragon here, the murderer of his mother, glares before the house his pestilential gleams--the object of my detestation--Menelaus, dost thou speak to this unholy wretch?",disgust
"One of them lowered his gun to light a cigarette, and Langham handed him his match-box, with a certain feeling of repugnance.",disgust
"When that sort of woman does that sort of thing she is contemptible.""",disgust
"Such a thought is repugnant to him,--not that repugnance matters if it be all the truth.",disgust
It nauseates the soul; and unmasks in the Satirist the rancorous and malignant hostility which assumes the disguise of a righteous indignation.,disgust
"You must hate me, more than any one else in the world.",disgust
"He was a real bad hat, but somehow that had touched to horror and disgust a clean streak in him.",disgust
"What a horrid kind of child that is, from whom you dare never take your eyes!",disgust
You look across the car and hate the fat man who lounges and spreads his feet around so boorishly.,disgust
"The Whigs hate me like poison, hate me even worse than Horlock.",disgust
"But from the moment that I see him, I feel nothing but--repulsion.""",disgust
The Boche hates the white arm--it sends him to hell by the million!,disgust
"But Phoebe drew back; there was something repulsive to her in the judge's demonstration, and on raising her eyes she was startled by the change in Judge Pyncheon's face.",disgust
"The thought of domestic life in Knapwater Old House, with the now eclipsed wife of the past, was more than disagreeable, was positively distasteful to him.",disgust
And a great loathing came over me for this game called war.,disgust
"The man was a loathly thing who had slain in cold blood, cowardly, evil, and unclean.",disgust
The place is detestable; unworthy of me--of course it is--but I am accustomed to it.,disgust
"Above all, she found the thought of going again into the dark hive to work extremely repugnant to her.",disgust
"This action, and the sycophantic air which accompanied it, disgusted me, and turning to the Colonel, I asked jocosely:",disgust
She felt a sudden loathing of the man whom she had idealized as a saint.,disgust
"Can there be anything more odious,"" he burst out, ""than such a self-complacent blindness?",disgust
Parker Steel hated him from that moment with the hate of a vain and ambitious egotist.,disgust
"The pallor of the thief's face, contrasted with the coarse, sandy hair and stubble of beard, made it seem more repellent than ever.",disgust
"You're perfectly horrid to me, you know--and--the whole place--it's so familiar, and so--so associated with--with--",disgust
"Tom Faggus cried, with a contempt that moved me: 'I would never have stopped a man for that.",disgust
"I don't half like his being at that wretched Hampton Court; it is so terribly suggestive of holiday people and those dreadful vans.""",disgust
We were quite disgusted with them; and even papa could not defend any one of them.,disgust
"I turned to him and then from him, and I felt very sick at heart.",disgust
"When I thought of that dainty, pretty little woman beneath those hoofs, I felt a hideous sickness.",disgust
"Go—I hate you!” and she pushed Nan from her, who ran fast and quickly out of sight.",disgust
"I hated him, and I wanted the Kurds to take him prisoner, and they murdered him.",disgust
I hated Tom--though he was Tom--with a hatred that was perfectly murderous while it lasted.,disgust
"It was vile, it was horrible, that he should see her thus!",disgust
"This was a feeling of loathing for something—whether for Alexey Alexandrovitch, or for himself, or for the whole world, he could not have said.",disgust
"I tell you, Richard, this sort of stuff sickens me; it is like looking at some painted and behooped old hag, and trying to think she’s a pretty shepherdess.",disgust
"Wanbecq's face became distorted with a fanatic hatred, and Wanbecq-ai, rubbing her throat, croaked, ""Then you _are_ in league with The Beast.""",disgust
"That (demon) who is courting me in this terrible way, doth not know himself, his own race and that I loathe him so much.",disgust
How _could_ you?” Anger would come; she hated him—she hated all men!,disgust
The whole affair is most contemptible and ridiculous and smacks of the tin-armor age.,disgust
To be quite honest and hateful--I didn't like the sound of her.,disgust
"As for you, I despise you, and shall continue to, even if you get the whole of Frank's money.""",disgust
De Marny hated Déroulède at this moment with the most deadly hatred the heart of man can conceive.,disgust
"With a shiver of distaste, she pulled aside the draperies and crawled into the bed.",disgust
"he is the incarnation of the evil one,"" cried the Duke, stamping his foot.",disgust
"The whole thing struck me as being revolting and disgusting in the extreme, and I was glad to descend from this melancholy height to Bombay.",disgust
"I'm laughed at and reviled, a subject for contemptuous jeers, and--and it hurts me.",disgust
"To the very throat I was full of rancour for everything belonging to Lusatia, and I swear the bitterness of it lay a palpable taste on my tongue.",disgust
That's the fellow I'll hate all right when I sit in the trenches.,disgust
"Ah, I shall never hear that dear voice again, and I have no longer a friend in this house, where all turn from me with loathing.”",disgust
I have a special hatred against this Frau Bella; do you know why?,disgust
"I shall eat my heart out,--I shall begin to hate you,--you will have chosen it so.",disgust
"Yet I'd rather associate with the very worst of the deserters or dead beats inside there,"" and the dark eyes glanced almost in horror--the slender figure shook with mingled repulsion and chill--""than with that smooth-tongued sneak and liar.",disgust
He raves with spite and proves himself a man By foul detraction of her family.,disgust
"Amy dropped it with instinctive repugnance, and there was a general exclamation, ""Mamma, what's this?",disgust
"Thais, her heart stirred with horror and disgust at all she had seen and heard that night, and feeling the indifference and brutality, the malicious jealousy of women, the heavy weight of useless hours, sighed.",disgust
"In each averted face I marked but scorn and loathing, till mine eyes Fell upon one that stirred not in his place, Tranced in a dumb surprise.",disgust
"O, how fit a word Is that vile name to perish on my sword!",disgust
"You men are all foul-mouth'd: I warrant, you Talk thus of me and other ladies here Because we keep the city.",disgust
"Now, sir, I have seen some persons conduct themselves in this house in a manner that filled me with scorn, disgust, and indignation.",disgust
"She hain't any bizzens orderin' us around nuther, and I will hate her!""",disgust
Their houses were more loathsome and vile of odor than the den of any beast.,disgust
How my soul revolted against the prospect of giving to that innocent babe a name that would serve simply to scourge me through the rest of my wicked life!,disgust
Mr. Everard was unbearable; his attentions were odious; his continued presence revolting to Mistress Di.,disgust
"I wouldn't have played with him at all,"" he added, in great disgust.",disgust
"A great disgust toward Rome filled her mind, and the descriptions Epiphanius had given her of the East rose up for ever in her, making her soul long for the monastic life of the desert.",disgust
"He loathed them, and then he cursed himself because he loathed them.",disgust
"The hatred of that woman is like a fog which closes in upon my soul, and shuts off every beam of sunshine.",disgust
For the savages--especially the women--the fastidious Frenchman entertained feelings of disgust and horror.,disgust
"That kind of religion disgusted me, and that kind of religion confirmed my skepticism.",disgust
"In fact she could not quite forgive the danger she had been in of being called into court, and naturally looking on him as the cause, she felt a considerable degree of repugnance towards him.",disgust
"Prue, do you know that I hate--I detest--that man, and yet, and yet----”",disgust
"Lafe gazed down with loathing upon this burly and powerful desperado, lying in such utter helplessness.",disgust
"The sight was loathsome, to a degree, both in suggestion and in fact.",disgust
"I learned to loathe him.... Wansfell, I never really loved any man.",disgust
"There was something that repelled her in the convulsed form; the thin body with its narrow, heaving shoulders; the unattractive blond head.",disgust
"Inflamed with anger and disgust at the idea of such treachery, boiling with indignation, and glaring at her supposed rival, she exclaimed:",disgust
"This, with contemptuous indignation, we fling back into their face, as a scorpion to a vulture.",disgust
"He stood, a concentration of scorn, contempt, hatred the most intense; pouring upon the dastardly villain an unbroken stream of withering fury that was dreadful to look upon.",disgust
"The air of grotesque humanity that characterizes them is horribly suggestive of human idiocy, and we approach an imprisoned gorilla or baboon with much the same repugnance that we do a debased and brutal maniac.",disgust
The repulsive figure of the man lay there like some new and hideous form of death.,disgust
It awoke in him a dark misanthropy which returned English scorn with an unnatural hatred.,disgust
"I wish that I might never hear the United States mentioned again.""",disgust
I declare it makes me sick every time I think of her sweet house in Park-place.,disgust
"That's the nature of the beast--cruel and wicked to the last, damn her!""",disgust
"After that, I hated 'em so I'd killed 'em all if I'd stayed.",disgust
Mr. Vickers rose and stood regarding the ignoble creature with profound contempt.,disgust
"To him that magnificent apartment, as splendid as Sakka’s residence in heaven, began to seem like a charnel-house full of loathsome corpses.",disgust
He can not abide the old woman of Brentford; he swears she's a witch.,disgust
"When I think of the dirty meanness of these German swine; when I think of spies like that; when I think of poisonous gas, and of all their treachery, I feel as though nothing's too bad for them Germans.",disgust
"I hated the other fellow, and I had tried to do him harm.",disgust
"It is a wild debauch, and needs but to be seen once, to be ever afterward remembered with disgust and loathing.",disgust
"I can find no words for the scorn, the utter contempt, with which you inspire me.",disgust
The foul odor is stifling; it grips my throat with deathly hold.,disgust
Such treatment of women was very repugnant to the spirit of chivalry.,disgust
"I am the daughter of a king, and furthermore, I hate you.""",disgust
"You see, he really was their ancestor, and I do make him a most odious creature.""",disgust
"if there's anything I detest, it's this etarnal and unreasonable prejudice agin' niggers!",disgust
"My God, Mr. Fallaray, do you wonder that my blood boils when I hear of your weak-kneed treatment of these dirty dogs?”",disgust
It makes you all sick inside and you dream about it the rest of your life.,disgust
"With a shudder, she picked up her letter and turned away from the looking-glass.",disgust
"It was De Guiche and De Bragelonne, the sight of whom, as it always did, produced upon the chevalier, instinctively, a feeling of repugnance.",disgust
"Philip was so disgusted with this pusillanimous conduct, that he cried out in a fury, ""Kill me these scoundrels, for they stop our way without doing any good!""",disgust
"I hated and loathed the man for it, because I wanted and could never possess it.",disgust
Every fiber of her body and soul recoiled from the thought of it.,disgust
"He spoke with fierce contempt, the tacit hatred of years leaping to sight.",disgust
"I told them I neither could nor would touch it; on the contrary, I loathed and repelled it.",disgust
"My heart ferments not with the bigot's leaven, All creeds I view with toleration thorough, And have a horror of regarding heaven As anybody's rotten borough.",disgust
They hated the white man and would have nothing to do with him.,disgust
Dread detestation and treachery embittered every mind: even the humane yielded to the general sentiment.,disgust
"I shuddered as I gazed, almost spellbound, on his evil countenance, rendered doubly ugly in the uncertain light of the lantern.",disgust
"If he does, there comes on a loathing for it which is intense, so that the sight of the old battered manuscript is as bad as sea-sickness.",disgust
"This humble cad she did refuse With much contempt and loathing, He wore a pair of leather shoes And cambric underclothing!",disgust
"And could I then endure, repulsed so oft from thy doors, to lay a free-born body upon the hard ground?",disgust
"The churches, the homes of the wealthy and the university filled me with unutterable hate as I passed them.",disgust
"With horror he beheld the sacrilegious deed, and cursed the impious wretches in the name of Him he served.",disgust
"He hated them, every one--for their insane laughter their idiotic applause--this disloyal attendance at such a place!",disgust
"I trow there be no man in all the kingdom more hated than he!""",disgust
"Dishonoured, odious to my family and to myself, such is the deplorable condition to which I am reduced by listening to you.",disgust
"For the moment I almost believed his asseverations; but calling to mind the strong and undeniable evidence against him, with a feeling of horror and repugnance, I opened the door and bowed him out of the house.",disgust
"You do not know how I abhor even the memory of it: it was degrading, inhuman!""",disgust
"Thou hast felt venom against Christ and thy brother, and thou hast on that account loathed thyself the more.",disgust
"Here, indeed, it is much worse: for the manlike dog was pretty and touching: the doglike man was ignominious and repulsive.",disgust
"I hate the place!” she said, as if they had already left it.",disgust
"This psychic vision completed Britton’s revulsion, and he violently pushed the woman away.",disgust
"Did you know that there was a time when I hated you with my whole heart?""",disgust
You are not the Curt I thought I knew--and I have nothing but a feeling of repulsion--good-by.,disgust
you must not speak to me thus; it is wicked--I can not bear it.,disgust
Elsie was much disgusted with this address: to be told to her face that she had pretty brown eyes and rosy cheeks was unpardonable!,disgust
"Sigurd could not repress a shudder, and he turned away; the head was that of Jarl Hakon of Norway.",disgust
"I was horribly disgusted by the sight; the gallows being very low, and the head of the malefactor almost parallel with mine.",disgust
To me it is a view that has always been abhorrent--so was I born!,disgust
